"taxon.name","class"
"Sphenorhina brevispina",NA
"Urocerus gigas","Insecta"
"Liolaemus melanops",NA
"Sphoeroides annulatus","Actinopterygii"
"Astylus atromaculatus","Insecta"
"Ostrinotes sophocles","Insecta"
"Thysanopyga amarantha","Insecta"
"Tripodanthus flagellaris","Magnoliopsida"
"Dolichoderus attelaboides","Insecta"
"Coptopteryx gayi","Insecta"
"Megalopyge radiata",NA
"Panchlora kozaneki",NA
"Oryctomorphus bimaculatus","Insecta"
"Eriopis minima","Insecta"
"Melocactus violaceus","Magnoliopsida"
"Karawata multiflora",NA
"Cereus fernambucensis","Magnoliopsida"
"Brachystele dilatata",NA
"Anumara forbesi",NA
"Cuniculus paca","Mammalia"
"Rhinella crucifer","Amphibia"
"Zelus laticornis",NA
"Rachiptera limbata","Insecta"
"Gustavia angustifolia",NA
"Otostomus signatus",NA
"Sicalis olivascens","Aves"
"Microlophus peruvianus","Reptilia"
"Larus belcheri","Aves"
"Echinolittorina pascua","Gastropoda"
"Echinometra insularis",NA
"Ripipteryx limbata","Insecta"
"Pseudelephantopus spiralis","Magnoliopsida"
"Rehderella belyaevi",NA
"Enyalioides laticeps","Reptilia"
"Camponotus mirabilis","Insecta"
"Govenia tingens",NA
"Epidendrum jamiesonis","Liliopsida"
"Elleanthus capitatus","Liliopsida"
"Stelis pulchella","Liliopsida"
"Meriania tomentosa",NA
"Mimosa scabrella",NA
"Anolis transversalis","Reptilia"
"Leptodactylus rhodomystax","Amphibia"
"Pristimantis diadematus","Amphibia"
"Erythrodiplax laurentia","Insecta"
"Columnea angustata",NA
"Rodriguezia lanceolata","Liliopsida"
"Tococa bullifera","Magnoliopsida"
"Columnea villosissima","Magnoliopsida"
"Plecturocebus toppini","Mammalia"
"Frigga quintensis","Arachnida"
"Polistes cavapyta","Insecta"
"Discopyge tschudii",NA
"Panchlora thalassina","Insecta"
"Polistes weyrauchorum","Insecta"
"Ellipsidion australe","Insecta"
"Piper nigrum","Magnoliopsida"
"Eustrephus latifolius","Liliopsida"
"Notelaea longifolia","Magnoliopsida"
"Synoum glandulosum","Magnoliopsida"
"Cinnamomum oliveri","Magnoliopsida"
"Xanthorrhoea macronema","Liliopsida"
"Parsonsia straminea","Magnoliopsida"
"Senecio angulatus","Magnoliopsida"
"Leucochrysum alpinum","Magnoliopsida"
"Ranunculus anemoneus","Magnoliopsida"
"Brachyscome stolonifera","Magnoliopsida"
"Caladenia latifolia","Liliopsida"
"Pyxicephalus adspersus","Amphibia"
"Cordyceps sinclairii","Sordariomycetes"
"Asplenium lepidotum","Polypodiopsida"
"Anaphalioides trinervis","Magnoliopsida"
"Quintinia serrata","Magnoliopsida"
"Asplenium bulbiferum","Polypodiopsida"
"Limnodynastes dorsalis","Amphibia"
"Gunnera prorepens","Magnoliopsida"
"Intruda signata","Arachnida"
"Aurantiporus pulcherrimus","Agaricomycetes"
"Cermatulus nasalis","Insecta"
"Lampona spec",NA
"Trachyphonus vaillantii","Aves"
"Ptilonesia auronotata","Insecta"
"Rhodopsalta cruentata","Insecta"
"Leptailurus serval","Mammalia"
"Leptotarsus dichroithorax","Insecta"
"Sarisophora leucoscia","Insecta"
"Alphitonia excelsa","Magnoliopsida"
"Cassia leptophylla","Magnoliopsida"
"Eucalyptus crebra","Magnoliopsida"
"Heteropogon triticeus","Liliopsida"
"Anaphe reticulata","Insecta"
"Grammodora nigrolineata",NA
"Oreopsittacus arfaki",NA
"Hypodontium pomiforme","Bryopsida"
"Serruria villosa","Magnoliopsida"
"Elegia ebracteata","Liliopsida"
"Stoebe rosea","Magnoliopsida"
"Stilbe vestita","Magnoliopsida"
"Lachnaea grandiflora","Magnoliopsida"
"Melaleuca pachyphylla","Magnoliopsida"
"Trioceros melleri",NA
"Alectryon excelsus","Magnoliopsida"
"Eunidia brunneopunctata",NA
"Carex scoparia","Liliopsida"
"Gladiolus nerineoides",NA
"Echinochloa pyramidalis","Liliopsida"
"Paradisaea minor","Aves"
"Cicinnurus magnificus","Aves"
"Tetradactylus tetradactylus",NA
"Artabrus erythrocephalus","Arachnida"
"Myrmarachne melanocephala","Arachnida"
"Millettia grandis","Magnoliopsida"
"Drypetes gerrardii","Magnoliopsida"
"Drypetes arguta","Magnoliopsida"
"Azanus moriqua","Insecta"
"Aphelochroa sanguinalis","Insecta"
"Acraea natalica","Insecta"
"Lymantriades xanthosoma","Insecta"
"Gymnosporia glaucophylla","Magnoliopsida"
"Grewia gracillima",NA
"Cliffortia serpyllifolia","Magnoliopsida"
"Portulaca kermesina","Magnoliopsida"
"Ruellia patula","Magnoliopsida"
"Kewa bowkeriana",NA
"Monopsis unidentata","Magnoliopsida"
"Laportea grossa","Magnoliopsida"
"Epilobium rotundifolium","Magnoliopsida"
"Chapelieria madagascariensis",NA
"Pyrostria major",NA
"Schizolaena cauliflora",NA
"Jasminum stenolobum","Magnoliopsida"
"Syrictes syrichtus","Insecta"
"Capparis tomentosa","Magnoliopsida"
"Berchemia zeyheri","Magnoliopsida"
"Ipomoea bolusiana","Magnoliopsida"
"Meganola steniphona",NA
"Cadaba termitaria","Magnoliopsida"
"Ormocarpum trichocarpum",NA
"Pavetta schumanniana","Magnoliopsida"
"Berchemia discolor","Magnoliopsida"
"Coddia rudis","Magnoliopsida"
"Oxalis imbricata","Magnoliopsida"
"Euclea divinorum","Magnoliopsida"
"Heterolepis aliena","Magnoliopsida"
"Grewia olukondae","Magnoliopsida"
"Dicerocaryum senecioides","Magnoliopsida"
"Tricliceras longepedunculatum","Magnoliopsida"
"Aloe minima","Liliopsida"
"Marsilea minuta","Polypodiopsida"
"Polystichum neozelandicum","Polypodiopsida"
"Cheilanthes hastata","Polypodiopsida"
"Scleroderma verrucosum","Agaricomycetes"
"Acraea neobule","Insecta"
"Macronyx capensis","Aves"
"Motacilla capensis","Aves"
"Aizoon filiforme",NA
"Phymateus leprosus","Insecta"
"Siganus uspi","Actinopterygii"
"Amphithalea imbricata","Magnoliopsida"
"Hippocampus subelongatus","Actinopterygii"
"Erythrina zeyheri","Magnoliopsida"
"Cigaritis natalensis","Insecta"
"Heleophryne regis","Amphibia"
"Mesembryanthemum nitidum",NA
"Rhynchopsidium sessiliflorum",NA
"Cotula microglossa",NA
"Thestor protumnus",NA
"Hylobates albibarbis","Mammalia"
"Diphlebia euphoeoides","Insecta"
"Ctenophorus ornatus","Reptilia"
"Iomachus politus",NA
"Leucauge festiva","Arachnida"
"Cullumia bisulca","Magnoliopsida"
"Erepsia gracilis","Magnoliopsida"
"Chama asperella","Bivalvia"
"Plectranthus pentheri",NA
"Polhillia obsoleta",NA
"Bergbambos tessellata",NA
"Aristaloe aristata","Liliopsida"
"Gerygone olivacea","Aves"
"Dracaena steudneri","Liliopsida"
"Watsonia lepida","Liliopsida"
"Paphies angusta","Bivalvia"
"Uncarina peltata",NA
"Sepia opipara","Cephalopoda"
"Lima nimbifer","Bivalvia"
"Donax brazieri","Bivalvia"
"Pachydissus sericus","Insecta"
"Acanthocercus cyanocephalus",NA
"Melasphaerula graminea","Liliopsida"
"Satyrium carneum","Liliopsida"
"Struthiola rigida",NA
"Ixia polystachya","Liliopsida"
"Tucetona gealei",NA
"Chrysolarentia cryeropa","Insecta"
"Barbatia pistachia","Bivalvia"
"Antisabia foliacea","Gastropoda"
"Modiolus peronianus","Bivalvia"
"Siphonaria atra","Gastropoda"
"Antigona persimilis","Bivalvia"
"Montfortula rugosa","Gastropoda"
"Eucalyptus robertsonii",NA
"Archaeoses polygrapha",NA
"Aedia squamosa",NA
"Symposiachrus trivirgatus","Aves"
"Zieria smithii","Magnoliopsida"
"Trachymene procumbens",NA
"Goodenia rotundifolia","Magnoliopsida"
"Cruria synopla","Insecta"
"Coracina lineata","Aves"
"Distoleon bistrigatus","Insecta"
"Petyllis deprivata",NA
"Lissolepis luctuosa","Reptilia"
"Epinephelus daemelii","Actinopterygii"
"Zerenopsis lepida","Insecta"
"Leiolopisma telfairii",NA
"Homalanthus populifolius","Magnoliopsida"
"Zyxomma elgneri","Insecta"
"Civettictis civetta","Mammalia"
"Aptosimum lineare","Magnoliopsida"
"Thallis dentipes",NA
"Ommatodema leanum",NA
"Ectosticta cleroides",NA
"Diaphyta fulvescens",NA
"Cyrioides imperialis","Insecta"
"Castiarina insularis",NA
"Nannochorista maculipennis","Insecta"
"Paropsis delittlei","Insecta"
"Rhadinosomus lacordairei","Insecta"
"Calamanthus fuliginosus","Aves"
"Ptereleotris monoptera","Actinopterygii"
"Paraplesiops bleekeri","Actinopterygii"
"Anampses elegans","Actinopterygii"
"Myrmecia fulvipes","Insecta"
"Ocirrhoe virescens",NA
"Phyllanthus calycinus","Magnoliopsida"
"Pseudolycus rufipennis",NA
"Delacampius lateralis",NA
"Petalura ingentissima",NA
"Athetis leuconephra",NA
"Grevillea curviloba",NA
"Bermius brachycerus","Insecta"
"Limnaecia leucomita",NA
"Isopogon asper","Magnoliopsida"
"Acraea dammii",NA
"Heliotropium steudneri","Magnoliopsida"
"Cyclophora obstataria","Insecta"
"Eurostopodus argus","Aves"
"Paroedura picta","Reptilia"
"Aciphylla horrida","Magnoliopsida"
"Gasteracantha versicolor","Arachnida"
"Ploneta diducta","Insecta"
"Eucalyptus coccifera","Magnoliopsida"
"Olearia viscosa",NA
"Lomatia tinctoria","Magnoliopsida"
"Richea sprengelioides","Magnoliopsida"
"Acacia riceana",NA
"Jordaniana lactea","Insecta"
"Hakea lissosperma","Magnoliopsida"
"Brookesia peyrierasi",NA
"Cryptocentroides gobioides","Actinopterygii"
"Halicarcinus ovatus","Malacostraca"
"Ligyra punctipennis","Insecta"
"Eumorphus marginatus","Insecta"
"Goodia lotifolia","Magnoliopsida"
"Austroplex chrysophilus",NA
"Pungalina semiferruginea",NA
"Bedfordia linearis",NA
"Varuna litterata","Malacostraca"
"Acripeza reticulata","Insecta"
"Calanthe triplicata","Liliopsida"
"Potamarcha congener","Insecta"
"Ischnotoma rubroabdominalis",NA
"Castiarina insculpta",NA
"Astrapia mayeri","Aves"
"Gleichenia microphylla","Polypodiopsida"
"Gahnia pauciflora","Liliopsida"
"Hymenophyllum lyallii","Polypodiopsida"
"Lepidothamnus intermedius","Pinopsida"
"Cirrodes phoenicea",NA
"Thalassoma hardwicke","Actinopterygii"
"Littoraria filosa","Gastropoda"
"Paectes cyanodes","Insecta"
"Varecia variegata","Mammalia"
"Adromischus caryophyllaceus","Magnoliopsida"
"Chrysocoma strigosa",NA
"Crassula umbellata","Magnoliopsida"
"Crassula campestris","Magnoliopsida"
"Oxalis depressa","Magnoliopsida"
"Astephanus triflorus","Magnoliopsida"
"Roella incurva","Magnoliopsida"
"Brachycerus labrusca",NA
"Salma cholica","Insecta"
"Hemibela callista","Insecta"
"Diarsia intermixta","Insecta"
"Hednota pleniferellus","Insecta"
"Aspalathus microphylla",NA
"Chromocyphella muscicola","Agaricomycetes"
"Ourisia caespitosa","Magnoliopsida"
"Alpinacris tumidicauda","Insecta"
"Aleurodiscus zealandicus","Agaricomycetes"
"Carpha alpina","Liliopsida"
"Microeca fascinans","Aves"
"Disperis reichenbachiana",NA
"Anthosachne scabra","Liliopsida"
"Ranunculus enysii","Magnoliopsida"
"Marsippospermum gracile","Liliopsida"
"Anthoxanthum cupreum",NA
"Jamesbrittenia stellata","Magnoliopsida"
"Agathosma dielsiana",NA
"Lessertia stenoloba",NA
"Psoralea repens","Magnoliopsida"
"Searsia pterota","Magnoliopsida"
"Zaluzianskya gracilis",NA
"Lessertia canescens",NA
"Goniobranchus aureomarginatus","Gastropoda"
"Copula sivickisi",NA
"Forsterygion varium","Actinopterygii"
"Toxopneustes pileolus","Echinoidea"
"Poliana natalensis","Insecta"
"Scoparia chalicodes","Insecta"
"Carposina neurophorella","Insecta"
"Ctenotus taeniolatus","Reptilia"
"Polyzosteria invisa",NA
"Chelodina colliei","Reptilia"
"Elysia furvacauda","Gastropoda"
"Eudistoma constrictum",NA
"Nematolepis ovatifolia","Magnoliopsida"
"Brachyscome scapigera","Magnoliopsida"
"Pachyrhamma edwardsii","Insecta"
"Pleioplectron gubernator",NA
"Craspedia maxgrayi",NA
"Senecio pinnatifolius","Magnoliopsida"
"Trisetum spicatum","Liliopsida"
"Phlyctenanthus australis","Anthozoa"
"Scorpaena papillosa","Actinopterygii"
"Hoploplana rosea",NA
"Aristea bakeri","Liliopsida"
"Botrylloides perspicuus","Ascidiacea"
"Hemineura frondosa",NA
"Saccoglossus otagoensis",NA
"Austromegabalanus nigrescens","Thecostraca"
"Roella spicata","Magnoliopsida"
"Colobopsis macrocephala",NA
"Pleioplectron crystallae",NA
"Pachydactylus capensis","Reptilia"
"Naja annulifera","Reptilia"
"Ixobrychus dubius","Aves"
"Phyllospora comosa","Phaeophyceae"
"Acanthuchus trispinifer","Insecta"
"Empodisma minus","Liliopsida"
"Australopacifica lucasi",NA
"Maoriblatta novaeseelandiae","Insecta"
"Xanthorrhoea semiplana","Liliopsida"
"Erica vagans","Magnoliopsida"
"Phyllodesmium macphersonae","Gastropoda"
"Catomerus polymerus",NA
"Brachidontes rostratus","Bivalvia"
"Otomys irroratus","Mammalia"
"Micraspis lineata","Insecta"
"Hyperolius substriatus",NA
"Rhampholeon temporalis","Reptilia"
"Trioceros deremensis","Reptilia"
"Chloroclanis virescens",NA
"Maotoweta virescens","Insecta"
"Pseudagrion furcigerum","Insecta"
"Lodoicea maldivica","Liliopsida"
"Anoplocapros inermis","Actinopterygii"
"Demonassa dichotoma",NA
"Conus stercusmuscarum",NA
"Dianella latissima","Liliopsida"
"Lophotidia brunnescens","Insecta"
"Wahlenbergia ceracea","Magnoliopsida"
"Talitropsis poduroides","Insecta"
"Dryinus koebelei","Insecta"
"Cacophis squamulosus","Reptilia"
"Apoctena conditana","Insecta"
"Pharmacus montanus","Insecta"
"Aleurodiscus berggrenii","Agaricomycetes"
"Carex comans","Liliopsida"
"Coprosma ×cunninghamii","Magnoliopsida"
"Eleocharis sphacelata","Liliopsida"
"Pachycladon latisiliquum",NA
"Dryopteris dilatata","Polypodiopsida"
"Tribulus zeyheri","Magnoliopsida"
"Crossandra greenstockii","Magnoliopsida"
"Proteuxoa sanguinipuncta","Insecta"
"Parinari curatellifolia","Magnoliopsida"
"Faurea saligna","Magnoliopsida"
"Hypericum henryi",NA
"Helichrysum kraussii","Magnoliopsida"
"Chrysothrix granulosa","Arthoniomycetes"
"Acacia subporosa",NA
"Sticta babingtonii","Lecanoromycetes"
"Tetratheca thymifolia","Magnoliopsida"
"Pseudocyphellaria fimbriata",NA
"Clerodendrum × speciosum","Magnoliopsida"
"Protea eximia","Magnoliopsida"
"Ozothamnus obcordatus","Magnoliopsida"
"Poa poiformis","Liliopsida"
"Correa backhouseana","Magnoliopsida"
"Pultenaea daphnoides","Magnoliopsida"
"Epacris lanuginosa","Magnoliopsida"
"Asplenium decurrens","Polypodiopsida"
"Cuspicona simplex","Insecta"
"Rytidosperma exiguum",NA
"Leucopogon nanum","Magnoliopsida"
"Cardamine forsteri","Magnoliopsida"
"Calocephalus citreus","Magnoliopsida"
"Varanus panoptes","Reptilia"
"Aloe marlothii","Liliopsida"
"Leptotarsus viridis","Insecta"
"Tripodichthys angustifrons",NA
"Pseudocoremia fenerata","Insecta"
"Chaerophyllum novae-zelandiae",NA
"Dicaeum trochileum","Aves"
"Arripis georgianus","Actinopterygii"
"Dipterocarpus elongatus",NA
"Sphyraena novaehollandiae","Actinopterygii"
"Lysurus mokusin","Agaricomycetes"
"Aloe excelsa","Liliopsida"
"Ensete ventricosum","Liliopsida"
"Opogona comptella","Insecta"
"Bermius odontocercus","Insecta"
"Hemiandrus pallitarsis","Insecta"
"Cryptocheilus australis","Insecta"
"Cotoneaster perpusillus","Magnoliopsida"
"Durvillaea willana","Phaeophyceae"
"Dibaeis arcuata","Lecanoromycetes"
"Pelargonium cucullatum","Magnoliopsida"
"Neotrygon ningalooensis",NA
"Anampses lennardi",NA
"Plectropomus leopardus","Actinopterygii"
"Plotosus lineatus","Actinopterygii"
"Pternistis afer","Aves"
"Nauclea orientalis","Magnoliopsida"
"Pachydactylus bicolor",NA
"Isopeda woodwardi","Arachnida"
"Thuridilla moebii","Gastropoda"
"Codon royenii","Magnoliopsida"
"Commicarpus squarrosus",NA
"Polyophthalmus pictus",NA
"Moringa ovalifolia","Magnoliopsida"
"Limnaecia cirrhosema","Insecta"
"Carlia schmeltzii","Reptilia"
"Prostanthera linearis",NA
"Adesmia cribripes","Insecta"
"Stenochiton pilsbryanus",NA
"Meroles cuneirostris","Reptilia"
"Siganus corallinus","Actinopterygii"
"Xanthorrhoea johnsonii","Liliopsida"
"Pimelea linifolia","Magnoliopsida"
"Hardenbergia violacea","Magnoliopsida"
"Chascanum garipense","Magnoliopsida"
"Hapalochlaena maculosa","Cephalopoda"
"Caladenia minorata","Liliopsida"
"Prunus armeniaca","Magnoliopsida"
"Gyractis sesere","Anthozoa"
"Koanophyllon rzedowskii",NA
"Bidens angustissima","Magnoliopsida"
"Quercus jonesii","Magnoliopsida"
"Euphorbia villifera","Magnoliopsida"
"Grusonia emoryi","Magnoliopsida"
"Quercus obtusata","Magnoliopsida"
"Quercus affinis","Magnoliopsida"
"Echinofossulocactus phyllacanthus","Magnoliopsida"
"Physa gyrina",NA
"Hypericum galinum",NA
"Amazilia cyanocephala","Aves"
"Helminthoglypta cypreophila","Gastropoda"
"Quercus durata","Magnoliopsida"
"Caranx caninus","Actinopterygii"
"Halichoeres notospilus","Actinopterygii"
"Anisotremus caesius","Actinopterygii"
"Sargocentron suborbitale","Actinopterygii"
"Pomacanthus zonipectus","Actinopterygii"
"Halichoeres dispilus","Actinopterygii"
"Brunneria borealis","Insecta"
"Aphonopelma superstitionense","Arachnida"
"Furcraea foetida","Liliopsida"
"Andrena vicina","Insecta"
"Carex sprengelii","Liliopsida"
"Chaetomorpha antennina","Ulvophyceae"
"Nectriopsis tubariicola",NA
"Lacrymaria hypertropicalis","Agaricomycetes"
"Diplopterygium bancroftii","Polypodiopsida"
"Ribes missouriense","Magnoliopsida"
"Scaphinotus interruptus","Insecta"
"Echinocereus carmenensis","Magnoliopsida"
"Cocytius antaeus","Insecta"
"Orthonevra pictipennis",NA
"Barkleyanthus salicifolius","Magnoliopsida"
"Cyanoplax hartwegii","Polyplacophora"
"Thamnophis cyrtopsis","Reptilia"
"Orbicella franksi","Anthozoa"
"Seriola dumerili","Actinopterygii"
"Melampodium divaricatum","Magnoliopsida"
"Quercus crispifolia","Magnoliopsida"
"Argyroxiphium sandwicense","Magnoliopsida"
"Rena dulcis","Reptilia"
"Salvia hamulus",NA
"Chamaesaracha sordida","Magnoliopsida"
"Myotis californicus","Mammalia"
"Dalea greggii","Magnoliopsida"
"Pepsis thisbe","Insecta"
"Cortinarius alboviolaceus","Agaricomycetes"
"Allacrotelsa spinulata","Insecta"
"Helminthoglypta fairbanksi",NA
"Scytodes lugubris","Arachnida"
"Hubbardia pentapeltis","Arachnida"
"Condalia viridis","Magnoliopsida"
"Libellula auripennis","Insecta"
"Laevicardium elatum","Bivalvia"
"Echeveria nodulosa","Magnoliopsida"
"Agave titanota","Liliopsida"
"Opuntia huajuapensis","Magnoliopsida"
"Pyrgulopsis transversa",NA
"Penstemon glaber","Magnoliopsida"
"Juniperus occidentalis","Pinopsida"
"Atriplex spinifera","Magnoliopsida"
"Urosaurus bicarinatus","Reptilia"
"Hesperoperla pacifica",NA
"Pyrgulopsis chamberlini",NA
"Anolis tropidonotus","Reptilia"
"Dyschoriste linearis","Magnoliopsida"
"Paeromopus angusticeps","Diplopoda"
"Cyperus hermaphroditus","Liliopsida"
"Oxalis hirta","Magnoliopsida"
"Formica moki","Insecta"
"Eumorpha achemon","Insecta"
"Chione californiensis","Bivalvia"
"Chionista fluctifraga","Bivalvia"
"Chrysina beyeri","Insecta"
"Diplocarpon rosae","Leotiomycetes"
"Trematolobelia kauaiensis","Magnoliopsida"
"Moluccella laevis","Magnoliopsida"
"Calamus brachysomus","Actinopterygii"
"Basileuterus belli","Aves"
"Scomber japonicus","Actinopterygii"
"Bulla gouldiana","Gastropoda"
"Astropecten armatus","Asteroidea"
"Lepidozona pectinulata","Polyplacophora"
"Arbacia stellata","Echinoidea"
"Ruditapes philippinarum","Bivalvia"
"Baseodiscus delineatus","Pilidiophora"
"Macron lividus","Gastropoda"
"Alia carinata","Gastropoda"
"Seila montereyensis","Gastropoda"
"Mexacanthina lugubris","Gastropoda"
"Trachemys gaigeae","Reptilia"
"Cerceris insolita","Insecta"
"Cerceris clypeata","Insecta"
"Blumenavia rhacodes",NA
"Houstonia rosea","Magnoliopsida"
"Andrena distans","Insecta"
"Myopa clausa","Insecta"
"Andrena integra","Insecta"
"Gaurotes cyanipennis","Insecta"
"Crocigrapha normani","Insecta"
"Neotamias dorsalis","Mammalia"
"Litocala sexsignata","Insecta"
"Pontia sisymbrii","Insecta"
"Sphaeralcea coccinea","Magnoliopsida"
"Physocarpus intermedius","Magnoliopsida"
"Cirsium arizonicum","Magnoliopsida"
"Cnidoscolus angustidens","Magnoliopsida"
"Diguetinus raptator","Arachnida"
"Sphegina campanulata","Insecta"
"Dalea foliolosa","Magnoliopsida"
"Zootermopsis angusticollis","Insecta"
"Andrena milwaukeensis","Insecta"
"Xyloryctes ensifer","Insecta"
"Heterotoma lobelioides","Magnoliopsida"
"Lejops lineatus","Insecta"
"Sarracenia alata","Magnoliopsida"
"Leptochilus republicanus",NA
"Leiothlypis crissalis","Aves"
"Symmorphus canadensis","Insecta"
"Calliopsis andreniformis","Insecta"
"Bombylius validus",NA
"Lophornis helenae","Aves"
"Cotinga amabilis","Aves"
"Efferia rapax",NA
"Kroenleinia grusonii","Magnoliopsida"
"Oplismenus undulatifolius","Liliopsida"
"Neotamias obscurus","Mammalia"
"Eryngium armatum","Magnoliopsida"
"Phanaeus triangularis","Insecta"
"Euphorbia cymosa","Magnoliopsida"
"Fomitopsis schrenkii","Agaricomycetes"
"Tetraclitella divisa","Thecostraca"
"Solanum marginatum","Magnoliopsida"
"Hylaeus difficilis","Insecta"
"Coprinopsis stercorea","Agaricomycetes"
"Echeveria secunda","Magnoliopsida"
"Attalea guacuyule","Liliopsida"
"Bombus medius","Insecta"
"Cymatopleura solea","Bacillariophyceae"
"Helminthoglypta traskii","Gastropoda"
"Pepsis mexicana","Insecta"
"Trixis pterocaulis","Magnoliopsida"
"Hydromantes brunus","Amphibia"
"Usnea intermedia","Lecanoromycetes"
"Roldana platanifolia","Magnoliopsida"
"Paralaoma servile",NA
"Pseudognaphalium stramineum","Magnoliopsida"
