"year","user_login","n_days","n_spp","n_obs"
"2018","so22813",1,2,3
"2018","so257",7,6,10
"2018","soaga",4,11,11
"2018","soakley94",12,16,22
"2018","soaks25",1,1,2
"2018","soamande",2,1,2
"2018","soapsoap152",2,9,21
"2018","soapstone_quilts",32,60,64
"2018","soapz",1,1,1
"2018","soarboy4442",2,2,2
"2018","sob3r",1,1,1
"2018","sobae",26,78,102
"2018","sobafett",2,3,3
"2018","sobakabarabaka",8,8,9
"2018","sobam",23,53,58
"2018","soban012",2,2,2
"2018","sobchek22",1,1,1
"2018","sobeautiful4ever",15,14,18
"2018","sobechic",2,25,25
"2018","sobek",73,280,330
"2018","sobfema",1,1,1
"2018","sobinpaul",3,2,3
"2018","soblio",1,1,1
"2018","soboko",23,66,74
"2018","sobolfam",1,1,2
"2018","soboru",2,0,2
"2018","sobotka",2,2,2
"2018","sobral",1,2,2
"2018","sobrosa",4,6,6
"2018","sobybee",2,2,2
"2018","soc1",1,1,1
"2018","socal4now",1,1,1
"2018","socal_herper",6,6,6
"2018","socalbeachwalker",1,25,31
"2018","socaljenss",1,1,1
"2018","socalmom",4,8,9
"2018","socaloutdoors",37,79,81
"2018","socalpaddle",3,3,3
"2018","socalrattler",1,1,1
"2018","socalsonja",11,12,14
"2018","socalwombat",24,120,145
"2018","socalzoogal",3,17,23
"2018","socanieatthis",5,12,12
"2018","soccer-gal",2,1,2
"2018","soccer101",1,2,6
"2018","soccer5doc",14,14,14
"2018","socceramber",3,3,3
"2018","socceramerica79",1,18,22
"2018","soccerdude24",1,1,1
"2018","soccerfreak",4,4,4
"2018","soccergirl62",6,33,38
"2018","soccergirl_10",1,1,1
"2018","soccerkid",4,9,9
"2018","soccermikey8",1,2,2
"2018","soccerqueen13",1,1,1
"2018","soccerqueen29",1,0,1
"2018","soccersaurus40",1,1,1
"2018","soccertati",1,2,2
"2018","socfick",1,1,1
"2018","socgrrrl",1,1,1
"2018","soch",1,1,1
"2018","sochahs",1,1,1
"2018","sochifai",1,3,3
"2018","sochihing3d25",1,4,6
"2018","sociablelapwing",1,2,2
"2018","socialbutterflies",4,149,365
"2018","sociologymaj",1,0,1
"2018","sock",6,8,8
"2018","sockblomma",3,3,3
"2018","sockerwilgurl18",1,3,3
"2018","sockmonkey15",1,4,5
"2018","soco199",2,2,2
"2018","socodavid61",3,5,5
"2018","socoko",1,1,1
"2018","socony",4,5,7
"2018","socoperalta",1,1,1
"2018","socorro1",1,0,1
"2018","socorro5",6,6,6
"2018","socountybob",1,1,1
"2018","socprofpi",2,2,2
"2018","socr",2,2,2
"2018","socram1",3,5,5
"2018","socrates_chase",1,1,2
"2018","socresci",3,9,9
"2018","socrouse",12,139,194
"2018","socsam",13,35,40
"2018","soda7",4,5,6
"2018","sodam",2,19,35
"2018","sodapop",1,0,1
"2018","sodapop4",1,1,1
"2018","soderpop99",1,1,1
"2018","sodivinee",4,13,14
"2018","sodnnps",2,4,11
"2018","sodromstynckholm",4,4,4
"2018","sodtwil000",3,5,5
"2018","soe",1,1,1
"2018","soedakohei",1,1,1
"2018","soedrick",3,21,23
"2018","soehnej",6,23,24
"2018","soeihooyberghs",1,1,1
"2018","soelvpilen",1,1,1
"2018","soelwenni",2,6,6
"2018","soessel1865",1,1,2
"2018","soetkin",1,0,1
"2018","sofa12",4,5,5
"2018","sofa13",1,0,1
"2018","sofa15",1,0,1
"2018","sofaaa",1,1,1
"2018","sofaelena",1,1,1
"2018","sofagarca",1,10,10
"2018","sofaking",9,16,18
"2018","sofan",4,4,4
"2018","sofandrakwp",12,49,53
"2018","sofaolivaresfigueroa",5,6,8
"2018","sofeaarina",1,2,2
"2018","sofeier",3,5,6
"2018","soffandaj",17,30,32
"2018","sofi099c",1,2,3
"2018","sofi1105",2,8,10
"2018","sofi21",1,1,1
"2018","sofi79",2,2,2
"2018","sofi_lepim27",1,0,1
"2018","sofia-aemoc",65,145,184
"2018","sofia-gm",1,2,3
"2018","sofia-sonia",1,1,1
"2018","sofia0000",1,6,8
"2018","sofia10",7,17,19
"2018","sofia104",1,7,7
"2018","sofia107",1,1,1
"2018","sofia110",1,8,8
"2018","sofia111",1,1,1
"2018","sofia135",1,1,1
"2018","sofia15",2,2,2
"2018","sofia18-facimar",21,62,119
"2018","sofia2004",3,5,5
"2018","sofia22",1,1,1
"2018","sofia2813",2,3,3
"2018","sofia31",2,2,2
"2018","sofia3933",2,1,3
"2018","sofia40",4,3,5
"2018","sofia41",3,3,5
"2018","sofia42",2,3,3
"2018","sofia43",1,2,2
"2018","sofia45",1,0,1
"2018","sofia49",1,0,1
"2018","sofia50",3,9,9
"2018","sofia52",1,0,1
"2018","sofia53",1,2,3
"2018","sofia57",8,10,10
"2018","sofia60",3,3,3
"2018","sofia61",1,1,1
"2018","sofia62",2,2,2
"2018","sofia67",1,1,1
"2018","sofia69",11,13,14
"2018","sofia70",1,0,1
"2018","sofia73",1,2,2
"2018","sofia76",1,1,1
"2018","sofia77",1,1,2
"2018","sofia808",1,2,3
"2018","sofia84",1,1,1
"2018","sofia85",1,1,1
"2018","sofia86",1,0,1
"2018","sofia89",1,1,1
"2018","sofia91",5,5,5
"2018","sofia92",1,1,1
"2018","sofia94",1,1,1
"2018","sofia_agudelo",2,7,14
"2018","sofia_albertinii",4,7,8
"2018","sofia_alex",2,2,2
"2018","sofia_anastasiou",1,1,1
"2018","sofia_ayral_hutton",10,17,18
"2018","sofia_bruschi",1,3,4
"2018","sofia_dcr",1,1,1
"2018","sofia_faryn",3,6,7
"2018","sofia_ferrari",12,35,35
"2018","sofia_floresm",1,23,28
"2018","sofia_hdez_estrada",5,4,6
"2018","sofia_ltj",2,2,2
"2018","sofia_medrano",1,1,2
"2018","sofia_r",1,1,1
"2018","sofia_rc",1,2,2
"2018","sofia_sharon",1,6,7
"2018","sofiaaaa",1,0,2
"2018","sofiaac",1,1,1
"2018","sofiaacosta34",1,3,3
"2018","sofiaag",4,15,19
"2018","sofiaanastasiyaennest",2,2,2
"2018","sofiaandaluz",2,3,3
"2018","sofiaantunes",2,2,3
"2018","sofiaarteagagarcia",2,25,45
"2018","sofiaattaway",2,6,6
"2018","sofiabanuls",1,2,2
"2018","sofiabec",17,27,30
"2018","sofiabenavente",1,1,1
"2018","sofiabernal",1,1,1
"2018","sofiabernaus",1,1,1
"2018","sofiabhk",1,3,5
"2018","sofiabosi",14,41,47
"2018","sofiacaceres",1,1,1
"2018","sofiacava",2,2,2
"2018","sofiacava23",2,2,2
"2018","sofiaceballos",1,1,1
"2018","sofiacg",9,21,24
"2018","sofiacisneros",4,9,9
"2018","sofiacontreras",1,1,1
"2018","sofiacordobav",1,2,2
"2018","sofiacorrea",1,0,1
"2018","sofiacosta",1,1,1
"2018","sofiacuellar",1,2,2
"2018","sofiacv",4,1,6
"2018","sofiadamian",1,3,3
"2018","sofiadanda",2,3,3
"2018","sofiadelamora",1,1,1
"2018","sofiadh",1,0,1
"2018","sofiadicesare",2,2,2
"2018","sofiadowning",3,18,21
"2018","sofiadrees",2,2,4
"2018","sofiaeglidonoso",4,9,9
"2018","sofiafigueiredo",1,1,1
"2018","sofiafreitas021105",1,10,14
"2018","sofiagh",1,3,3
"2018","sofiagilani",1,1,1
"2018","sofiagodinho",1,13,22
"2018","sofiagomez",6,6,7
"2018","sofiagomezuriza",2,4,4
"2018","sofiagonzalez01",1,1,1
"2018","sofiags",4,31,33
"2018","sofiaguana",1,2,2
"2018","sofiah",1,2,2
"2018","sofiaiakymenko",1,1,1
"2018","sofiairodriguez",39,125,154
"2018","sofiaizaguirre",2,2,2
"2018","sofiak1996",7,22,22
"2018","sofiakhokhlacheva",4,4,4
"2018","sofialara1204",8,26,26
"2018","sofialarrracilla",1,1,1
"2018","sofialexis",4,6,6
"2018","sofialissbrant",2,2,2
"2018","sofializcano_1eg",1,19,20
"2018","sofialpiovezza",6,63,75
"2018","sofialves",1,4,4
"2018","sofiam",2,5,5
"2018","sofiam14",1,2,2
"2018","sofiamaksimovich",1,1,1
"2018","sofiamanssur",1,5,6
"2018","sofiamarcato",1,1,1
"2018","sofiamariela",11,25,27
"2018","sofiamartineznin99",1,8,8
"2018","sofiamartino",26,33,37
"2018","sofiamattiasson",6,15,15
"2018","sofiamaurer",1,1,1
"2018","sofiamel",2,3,3
"2018","sofiamga2903",1,3,3
"2018","sofiamm",1,0,1
"2018","sofiamonzon",1,2,2
"2018","sofiamtz",3,2,5
"2018","sofiamurray",5,13,13
"2018","sofianawrath",1,1,1
"2018","sofiane4",1,1,1
"2018","sofianeblg",1,1,1
"2018","sofianejabil",1,1,1
"2018","sofianf15",1,10,17
"2018","sofianicolls",1,2,2
"2018","sofianogales",7,11,11
"2018","sofians",1,1,1
"2018","sofiaorlando",1,2,2
"2018","sofiaparadisi",1,1,1
"2018","sofiapatino10",1,1,1
"2018","sofiapollack",1,1,1
"2018","sofiaprieto",1,1,2
"2018","sofiar",3,4,4
"2018","sofiaramirezmartinez",1,0,1
"2018","sofiareyes",3,41,43
"2018","sofiarodas",1,14,16
"2018","sofiarosemendoza",1,9,14
"2018","sofiasalazar",1,1,1
"2018","sofiaschoenwetter",4,22,25
"2018","sofiaschulmeyer",3,14,16
"2018","sofiaset",3,4,4
"2018","sofiasilva",1,0,1
"2018","sofiasparkles",3,6,7
"2018","sofiaspormann",4,6,7
"2018","sofiastef",3,4,4
"2018","sofiasuarezcruz",5,6,6
"2018","sofiat2020",1,2,2
"2018","sofiatennent",1,4,4
"2018","sofiathenaturalist",2,7,7
"2018","sofiatinajero",3,4,4
"2018","sofiatrejo",1,0,1
"2018","sofiavar",1,0,2
"2018","sofiavasileva",4,4,46
"2018","sofiaverr",1,1,1
"2018","sofiawachs",16,29,31
"2018","sofiawest",2,2,2
"2018","sofiaye",2,2,2
"2018","sofiazeme89",4,6,6
"2018","sofibra",1,0,1
"2018","sofiby",13,21,26
"2018","soficat",7,7,7
"2018","sofie0724",1,0,1
"2018","sofie0831",3,3,6
"2018","sofie1",1,3,3
"2018","sofie11",1,1,1
"2018","sofie16",1,1,1
"2018","sofie1705",3,3,3
"2018","sofie21",1,1,1
"2018","sofie26",1,1,1
"2018","sofie28",1,2,4
"2018","sofie29",1,1,1
"2018","sofie3",1,0,1
"2018","sofie31",2,2,2
"2018","sofie35",1,2,2
"2018","sofie36",1,2,2
"2018","sofie41",2,2,2
"2018","sofie6",1,1,1
"2018","sofie9",5,5,5
"2018","sofie_",13,15,18
"2018","sofie_h",1,1,1
"2018","sofiearisyah",2,5,6
"2018","sofiearnesen",3,19,22
"2018","sofiechau",1,1,1
"2018","sofiefred",2,3,3
"2018","sofiefuentes",1,1,1
"2018","sofieg",4,5,5
"2018","sofiegeutjens",3,3,3
"2018","sofieh",1,0,1
"2018","sofiej",1,1,1
"2018","sofiejorgensen",1,20,23
"2018","sofiekbrown",1,4,4
"2018","sofiekjeldgaard",2,3,3
"2018","sofiekuppens",1,0,1
"2018","sofiemeeus",7,14,17
"2018","sofiemeilvang",1,1,1
"2018","sofienareehudonrivas",2,12,14
"2018","sofievandenbrande",1,0,1
"2018","sofievdv",1,0,1
"2018","sofieveggerby",1,6,6
"2018","sofievg",2,2,3
"2018","sofii",1,1,2
"2018","sofiiabiliavska",9,10,10
"2018","sofilens",14,19,19
"2018","sofilin",2,2,2
"2018","sofiloor95",6,6,6
"2018","sofimanzur",2,2,2
"2018","sofinita",18,65,75
"2018","sofiobre",4,5,5
"2018","sofipd",4,4,5
"2018","sofisadurni",1,1,1
"2018","sofisiegel",1,6,7
"2018","sofising",1,0,1
"2018","sofisof",7,11,11
"2018","sofisolnce",4,5,5
"2018","sofisolomon",5,18,30
"2018","sofiu",4,4,4
"2018","sofix",2,0,3
"2018","sofiya1988",1,1,1
"2018","sofiya_idiyatullina",14,54,58
"2018","sofiyafert",1,2,4
"2018","sofizzle1221",2,2,2
"2018","soflanat",1,4,4
"2018","soflito",1,1,1
"2018","soflof",1,2,2
"2018","sofly_127",1,1,1
"2018","sofmal",1,1,1
"2018","sofo2",1,4,13
"2018","sofon",1,1,1
"2018","sofpih",1,12,13
"2018","sofra",1,1,1
"2018","sofrony",1,1,1
"2018","softball04",1,0,1
"2018","softballislife101",1,1,1
"2018","softcrunches",2,2,2
"2018","softgnome",2,3,3
"2018","softhook",9,54,66
"2018","softjulian",2,7,7
"2018","softserve",10,9,10
"2018","softshelled",7,7,7
"2018","softwaresimian",13,26,28
"2018","softy",1,1,3
"2018","softy_smith",57,139,250
"2018","sofushebsgaard",1,1,1
"2018","sofy",1,1,1
"2018","sofy2587",3,5,5
"2018","sofya1",1,1,1
"2018","sofya2",3,3,3
"2018","sofya_priezzhih",67,82,185
"2018","sofyabaklanova",1,1,1
"2018","sofyane_zaroual",1,1,1
"2018","sofyanyusuf",1,5,5
"2018","sofyaumairah",2,5,5
"2018","sofyie",1,2,2
"2018","sofynat",1,4,4
"2018","sogeegee",1,3,3
"2018","sogem3",6,11,12
"2018","soggybiologist",1,1,1
"2018","soggybug",2,2,2
"2018","soggysaladstick",1,1,1
"2018","sogilo",2,2,2
"2018","sogladne",3,5,5
"2018","sogole",1,1,1
"2018","sogood",1,1,1
"2018","sogorgeous",1,1,1
"2018","sogreen",6,8,8
"2018","sogrieder",1,1,1
"2018","sogun",5,9,9
"2018","soh900",1,1,1
"2018","sohabilly",1,1,1
"2018","sohaibzekry",1,0,6
"2018","sohail1",1,1,1
"2018","sohaildatadump",2,2,2
"2018","sohailhussein",1,1,1
"2018","soham1",1,0,1
"2018","sohambiotech",1,2,2
"2018","sohambiswas",2,18,20
"2018","sohamchakraborty",2,12,13
"2018","sohampanigrahi",1,1,1
"2018","sohamranmale",5,13,13
"2018","sohan119",1,0,1
"2018","sohan123",2,5,6
"2018","sohanullal",3,6,16
"2018","soheekim",3,5,5
"2018","soheri",2,3,4
"2018","sohini",2,2,2
"2018","sohinipal",1,1,1
"2018","sohkamyung",103,773,2077
"2018","sohmeh713",2,2,2
"2018","sohnaaisha",1,2,2
"2018","soho",6,6,6
"2018","soho44",3,3,3
"2018","sohom",1,1,1
"2018","sohpie",14,33,40
"2018","sohrabandaz",1,0,1
"2018","sohrobrouhani",2,2,2
"2018","sohum",37,42,55
"2018","sohwan",1,2,2
"2018","sohzendeh",79,318,418
"2018","soichiro",2,2,2
"2018","soil2sea",5,80,94
"2018","soilbuilder",3,3,3
"2018","soildegregation",1,13,13
"2018","soildoc",3,4,4
"2018","soile",2,2,2
"2018","soileddude",2,2,3
"2018","soilmagic",81,234,314
"2018","soir_noir",2,2,2
"2018","soiretoile",1,1,1
"2018","soizic1",1,1,1
"2018","soizic2",2,2,2
"2018","soizic22",1,1,1
"2018","soizlu",8,18,19
"2018","sojan",2,8,8
"2018","sojelabi",2,1,2
"2018","sojer",1,1,1
"2018","sojnab",1,1,1
"2018","sojournerwilliams0426",1,1,1
"2018","sojtx",4,8,12
"2018","soka199",1,1,1
"2018","sokabi",7,12,12
"2018","sokada",2,2,2
"2018","sokf1260",1,1,1
"2018","sokhakheam",1,0,2
"2018","sokj",1,1,1
"2018","sokkeneter",1,2,2
"2018","soknich",5,4,5
"2018","sokolkov2002",45,347,416
"2018","sokolod927",2,3,5
"2018","sokolovitch",2,1,2
"2018","sokolovskaya",1,1,1
"2018","sol11",2,2,2
"2018","sol134",5,12,13
"2018","sol52",1,3,4
"2018","sol66",1,1,1
"2018","solahacky",1,1,1
"2018","solainagarajan",1,1,1
"2018","solaire",35,69,73
"2018","solaizpurua",1,1,1
"2018","solan2",1,1,1
"2018","solanafischer",1,2,2
"2018","solanalin",2,2,2
"2018","solanasegal",5,20,25
"2018","solander200",1,5,6
"2018","solange4",1,0,1
"2018","solange6",1,0,1
"2018","solange8",1,1,2
"2018","solangebenito",1,0,1
"2018","solangech",6,6,6
"2018","solangeducrey",2,1,2
"2018","solangegirard7",8,13,14
"2018","solanumgirl",1,1,1
"2018","solapa",2,3,3
"2018","solaptrys",1,1,1
"2018","solarama",6,7,7
"2018","solararchitect",3,4,4
"2018","solarbutterfly",1,1,2
"2018","solarinnovator",1,2,2
"2018","solaris21",3,2,4
"2018","solarjoyce",2,1,2
"2018","solarkismet",3,4,4
"2018","solarman",1,2,2
"2018","solarrayfwtx",23,33,34
"2018","solartim",2,2,2
"2018","solc",4,14,16
"2018","solci",1,1,1
"2018","solcita",1,1,2
"2018","solcobian",5,14,27
"2018","soldbyace",1,1,1
"2018","soldenburger",4,4,5
"2018","soldier314",10,17,19
"2018","soldier_apple",1,1,1
"2018","soldiernixon1",1,1,1
"2018","soldiersdelight",8,33,35
"2018","sole61",22,40,57
"2018","soleane",2,0,2
"2018","solecito",21,29,38
"2018","soledadluciana",1,0,1
"2018","soledadmirandarottmann",3,3,3
"2018","soleeloo",3,3,4
"2018","solefuljay",2,2,2
"2018","soleil77",2,2,2
"2018","soleil_sg",5,3,15
"2018","soleilc",21,30,35
"2018","soleilhyland",3,3,3
"2018","soleilplanete",5,6,6
"2018","solenebastide",1,1,1
"2018","solenelea",1,1,1
"2018","solenem",1,1,1
"2018","solenemangin",1,1,1
"2018","soleneyoutube",1,3,4
"2018","solenn1",1,1,1
"2018","solennemarin",1,1,1
"2018","solera4",3,6,6
"2018","soletitud",8,8,9
"2018","solfar88",8,9,9
"2018","solfdz",1,1,1
"2018","solgoodnature",2,2,2
"2018","solhernandez",1,0,1
"2018","soliana",2,7,9
"2018","solibre",1,1,1
"2018","solidanimal",1,1,1
"2018","solidarityseeds",12,29,36
"2018","solidgoldserpents",1,1,1
"2018","solidiquis",4,16,19
"2018","solidkarma",1,1,15
"2018","solifugae",38,451,664
"2018","solihatus_sadiah",8,42,46
"2018","solilo",1,1,1
"2018","solima",2,4,5
"2018","soliman1napls",3,2,4
"2018","solimarygarcahernndez",7,9,9
"2018","soline",1,1,1
"2018","solis31",1,2,3
"2018","solisia",5,6,6
"2018","solitarygoat",5,4,6
"2018","solitudesteveg",1,1,1
"2018","soliva",4,7,7
"2018","solivagaserpent",89,241,347
"2018","solivares1",11,42,45
"2018","soliveira22",2,2,2
"2018","soliwg",1,2,2
"2018","soljim",7,9,10
"2018","soljmosr",1,1,1
"2018","solkas",6,27,29
"2018","soll",1,0,1
"2018","sollasidore",2,2,2
"2018","sollehinidris",1,1,1
"2018","sollevante",2,4,4
"2018","sollydoodle",1,1,1
"2018","solman",1,2,2
"2018","solmaz2",4,6,6
"2018","solmi",1,0,1
"2018","solne3",1,1,1
"2018","solne6",1,1,1
"2018","solne7",1,1,1
"2018","solnyshko",1,1,1
"2018","solo35",3,3,3
"2018","solobolo",6,6,6
"2018","solodad",6,7,9
"2018","solodoio",2,2,2
"2018","solohikes",1,1,1
"2018","solokultas",61,103,350
"2018","soloman",1,1,1
"2018","solomelo",2,10,10
"2018","solomia",1,0,1
"2018","solomon",8,99,117
"2018","solomon1900",1,4,7
"2018","solomon2",1,0,2
"2018","solomon4",1,1,1
"2018","solomonchehebar",1,1,1
"2018","solomonhughes",9,8,10
"2018","solomonjames",1,1,1
"2018","solomonmason",2,1,4
"2018","solomonowitz",7,56,59
"2018","solomonpassos",2,2,2
"2018","solomonstonebloom",1,6,8
"2018","solomos",1,0,1
"2018","soloms",1,4,5
"2018","soloohone",1,0,1
"2018","solootrocuentodehadas",10,11,14
"2018","solopochen",1,1,1
"2018","soloporcuriosidad",1,1,1
"2018","solosol",2,2,2
"2018","solotaire",1,1,1
"2018","solouncanalmsdeyoutube",1,4,5
"2018","solovey",2,2,2
"2018","solpaor",11,15,19
"2018","solprice",1,1,1
"2018","sols",1,1,1
"2018","solsen",3,3,3
"2018","solsleuter",2,2,2
"2018","solstice",18,44,78
"2018","solstremel",1,0,1
"2018","solt",1,4,4
"2018","soltero206",1,0,1
"2018","soltero_rub",2,5,9
"2018","soltersortna",4,4,4
"2018","solus",12,84,109
"2018","solusrex",3,3,4
"2018","solution_de_la_salamandre",24,66,73
"2018","soluz",1,1,1
"2018","solv",1,1,1
"2018","solveig4",4,4,5
"2018","solveigboehme",9,16,16
"2018","solveighultman",1,1,1
"2018","solveigjonasson",2,2,2
"2018","solveignelson",1,1,1
"2018","solveigperrett",3,3,3
"2018","solveigsodahl",2,2,2
"2018","solveigvatne",18,28,28
"2018","solvejlourens",1,26,35
"2018","solviator",1,1,1
"2018","soly269269",6,8,9
"2018","solyenithzi",1,1,1
"2018","somabito",1,1,1
"2018","somalicat",1,1,1
"2018","somanzah000",2,4,4
"2018","somapro",3,3,4
"2018","somasun",1,0,1
"2018","somatth",1,0,1
"2018","sombies",1,0,2
"2018","sombras2",4,5,7
"2018","somde",1,10,11
"2018","somdfnt",2,2,2
"2018","some0ne",1,2,2
"2018","some_justlike_this4317",2,2,2
"2018","some_thing-_-else",2,2,2
"2018","somebionerd",2,10,10
"2018","someclams",3,4,4
"2018","somecrazybread",1,1,1
"2018","somedude",1,1,1
"2018","someguylivingoutdoors",8,9,9
"2018","somehuman",8,10,10
"2018","somejesusguy",1,0,2
"2018","somekindofswampwitch",1,1,1
"2018","someofthefandoms19",1,1,1
"2018","someoneisusingthis",1,0,1
"2018","someoneontheinternet",2,2,2
"2018","someoneoutthere",1,0,1
"2018","someplant",11,29,30
"2018","somerle",1,1,1
"2018","somermarlett",3,3,3
"2018","somersm",1,8,8
"2018","somervell71",1,1,1
"2018","somesecretpie",6,6,6
"2018","something",1,1,1
"2018","something00",1,1,1
"2018","somethingclever",1,12,12
"2018","somethingcold",3,3,4
"2018","somethingcommon",1,1,1
"2018","somethingeasy",3,3,3
"2018","somethingfun",4,13,13
"2018","somethingnewreadings",6,17,17
"2018","sometrini",2,4,4
"2018","somey",1,1,1
"2018","somin2",2,2,2
"2018","somine",1,1,1
"2018","sominoh",2,2,2
"2018","somkietr",5,7,7
"2018","somkietr1",1,1,1
"2018","sommai1981",2,2,4
"2018","sommer1",2,0,2
"2018","sommer82",2,2,2
"2018","sommerd82",3,5,5
"2018","sommeres",2,33,34
"2018","sommerfuglblomst",1,1,1
"2018","sommersaad",1,1,1
"2018","sommerwingo",1,1,1
"2018","sommsam",3,3,3
"2018","somnaththite",1,1,1
"2018","somniferum270",1,1,1
"2018","somninox",2,4,4
"2018","somo",1,1,1
"2018","somomo",2,6,6
"2018","somons",1,1,1
"2018","somosetereos",5,76,95
"2018","somsuksakul",1,2,2
"2018","somuchpaint",1,1,1
"2018","somya_agarwal",4,46,53
"2018","son4",1,2,6
"2018","son_ja",1,1,1
"2018","son_of_gary",1,1,1
"2018","son_truong",1,1,1
"2018","sonadoramex",2,4,4
"2018","sonal4",1,0,1
"2018","sonali",1,1,1
"2018","sonali3",1,1,1
"2018","sonalibhasin",3,17,17
"2018","sonalika",1,1,1
"2018","sonalikadam",11,14,21
"2018","sonalisurana",1,1,1
"2018","sonalsie",4,4,4
"2018","sonam1",7,8,9
"2018","sonam11",1,1,1
"2018","sonam21",1,1,1
"2018","sonamdawa",1,1,1
"2018","sonamdorji",3,3,3
"2018","sonamm",1,6,6
"2018","sonamrinzin",5,6,7
"2018","sonar974",1,0,1
"2018","sonasha",31,55,81
"2018","sonata",1,1,1
"2018","sonata_z",7,19,20
"2018","soncoop",8,7,8
"2018","sonder",3,6,7
"2018","sonderb",2,29,62
"2018","sondergaard1napls",1,1,1
"2018","sondergard",4,4,4
"2018","sondo",2,3,4
"2018","sondra3",1,0,1
"2018","sondracharbadze",1,1,1
"2018","sondrafox",4,5,5
"2018","soneill243",10,9,10
"2018","soneli",1,1,1
"2018","soner2",1,0,1
"2018","sonerk",4,7,7
"2018","song0325",8,49,60
"2018","song2ri",1,0,1
"2018","song3",1,5,11
"2018","songannie",1,0,1
"2018","songbird5212",5,5,6
"2018","songbirder",8,9,12
"2018","songbirdsapphire",5,4,5
"2018","songdogshooter",4,46,55
"2018","songer",1,1,1
"2018","songforthesoil",1,1,1
"2018","songhee",1,0,1
"2018","songhope",15,19,20
"2018","songji_in",1,5,5
"2018","songjiahao3d18",2,36,62
"2018","songminjong",1,0,1
"2018","songofthewoods",29,77,85
"2018","songphil",1,0,1
"2018","songpol",1,1,1
"2018","songsing16",2,2,3
"2018","songsthatsaved",8,14,14
"2018","songxin",9,20,23
"2018","songy2",6,29,38
"2018","songyanding",10,45,60
"2018","songyangzheng",4,13,29
"2018","soni1",6,7,7
"2018","soni98237",3,7,8
"2018","soni_botero",2,4,4
"2018","sonia06",2,1,2
"2018","sonia0821_",2,15,15
"2018","sonia1",2,4,4
"2018","sonia102",1,1,1
"2018","sonia14",6,6,6
"2018","sonia23",9,14,22
"2018","sonia25",2,1,2
"2018","sonia31",1,1,1
"2018","sonia32",1,1,1
"2018","sonia35",1,1,1
"2018","sonia36",2,5,5
"2018","sonia37",3,4,4
"2018","sonia38",2,2,3
"2018","sonia39",2,2,2
"2018","sonia40",2,2,4
"2018","sonia41",1,0,1
"2018","sonia48",1,0,1
"2018","sonia51",1,0,1
"2018","sonia52",14,25,26
"2018","sonia54",1,1,1
"2018","sonia55",2,2,2
"2018","sonia59",1,1,1
"2018","sonia61",2,3,3
"2018","sonia63",1,1,1
"2018","sonia64",3,3,3
"2018","sonia65",2,3,3
"2018","sonia66",1,1,1
"2018","sonia67",1,1,1
"2018","sonia70",3,3,3
"2018","sonia71",1,3,4
"2018","sonia73",2,2,3
"2018","sonia78",2,3,4
"2018","sonia82",1,1,1
"2018","sonia9399",3,4,4
"2018","sonia99",2,2,2
"2018","sonia_416",1,1,1
"2018","sonia_peony",2,2,2
"2018","sonia_s",3,8,10
"2018","sonia_t",1,5,10
"2018","soniaaldana21",3,6,8
"2018","soniaaleotti",1,1,1
"2018","soniaatje38",1,3,3
"2018","soniabug",1,1,1
"2018","soniac",1,1,1
"2018","soniaca",2,2,2
"2018","soniacar",4,30,32
"2018","soniacavill",13,34,35
"2018","soniacc7",54,112,122
"2018","soniacolombo",1,1,1
"2018","soniacrepy",1,1,1
"2018","soniaduranduran",83,202,227
"2018","soniaedlin",2,2,2
"2018","soniafabiolatufinioazcoitia",1,0,1
"2018","soniagalvan",2,3,3
"2018","soniahernandez",1,5,5
"2018","soniak",1,1,1
"2018","soniakatt47",1,1,1
"2018","soniakwon",1,2,2
"2018","sonialam",4,11,11
"2018","soniali2018",6,25,36
"2018","soniallorca",1,2,2
"2018","sonialouise",6,7,7
"2018","sonialrich",1,0,1
"2018","soniam",1,1,1
"2018","soniamamedova",2,8,9
"2018","soniamanso",1,1,1
"2018","soniamarinl",5,10,10
"2018","soniamn",1,14,20
"2018","soniamolino",5,11,12
"2018","soniamsulin",1,0,1
"2018","soniarangel05",17,23,23
"2018","soniarosenfeld",1,4,4
"2018","soniasalazar",1,0,1
"2018","soniasd",2,4,4
"2018","soniasensolini",1,2,2
"2018","soniasharma",1,0,2
"2018","soniastic",10,25,27
"2018","soniat",14,21,25
"2018","soniataib",1,0,1
"2018","soniatournet",1,0,1
"2018","soniau",2,6,7
"2018","soniavdk",1,1,1
"2018","soniaviento",4,4,5
"2018","soniawilliams",1,1,1
"2018","soniawithouck",1,1,1
"2018","sonib",1,0,1
"2018","sonic101",8,8,13
"2018","sonic7",2,1,3
"2018","sonic910",1,1,1
"2018","sonic9725",1,1,1
"2018","sonicak",1,2,2
"2018","sonicao",1,22,24
"2018","sonicexe1741",2,7,8
"2018","sonicgalfan1",2,2,2
"2018","sonichka4",7,8,8
"2018","sonicneutron72",1,0,1
"2018","sonicoldie",1,1,1
"2018","sonicrules1125",1,4,4
"2018","sonidistaerrante",1,1,1
"2018","sonika1",3,3,3
"2018","sonikklexhd",1,0,1
"2018","sonila29",1,1,2
"2018","soninha2018",2,2,2
"2018","sonissima",3,4,4
"2018","sonj",1,1,1
"2018","sonja11",1,1,1
"2018","sonja13",3,3,3
"2018","sonja21",2,2,2
"2018","sonja23",1,1,1
