"user.login","n_class","n_spp","n_order_insect","n_spp_insect"
"fan26ny",1,2,0,0
"fanchingfor",3,5,1,1
"fancy_fantail",3,12,0,0
"fandekro",1,1,1,1
"fandridhena",1,1,0,0
"fanny98",6,10,1,1
"fanthomboys",1,1,0,0
"fanwinghei19202c7",1,5,0,0
"fany_",2,5,2,2
"fanyu_hung",2,15,0,0
"fappere",1,1,0,0
"farahessop",1,1,0,0
"farazaleboyeh",2,2,0,0
"faridar",1,2,1,2
"farley06",1,1,0,0
"farmerdary",1,1,0,0
"farncombe",5,15,0,0
"farrim",1,1,0,0
"farrowella",1,1,0,0
"fasa",1,1,0,0
"fastroni",4,23,0,0
"fatima09",1,1,0,0
"fatima53",2,6,0,0
"fatima55",4,6,0,0
"fatimab02",1,1,0,0
"fatimaf3r19",1,1,0,0
"fatimaf3r30",1,1,0,0
"fatimaf3s32",1,1,0,0
"fatimal7",3,5,1,1
"fatimas3s16",1,1,0,0
"fatimasgl",3,3,0,0
"fatinnasyuha",1,1,0,0
"fatoumatakouyate",1,2,0,0
"fatpat",5,32,1,1
"faty1",1,2,2,2
"faty9",3,6,2,3
"faunamaya",2,3,0,0
"fava",1,1,0,0
"favielurquia",2,2,0,0
"favior",3,3,0,0
"faythserlick",1,1,0,0
"fazerbabe",2,9,1,1
"fbaum",12,45,1,1
"fcalderon",2,3,2,2
"fceswon",3,4,2,2
"fede25",3,4,0,0
"fedef",2,2,0,0
"federica1969",1,1,0,0
"federico125",1,1,1,1
"federico177",2,4,0,0
"federicochavez",1,1,0,0
"federicoheluani",1,1,0,0
"federicopiccoli",4,5,2,2
"federicovilleda",2,2,1,1
"federicozambra",1,1,1,1
"fedragm",4,19,0,0
"fee-fee",1,1,1,1
"feelinfinite",2,2,0,0
"feferipiexes",1,1,0,0
"fefiekaw",3,6,0,0
"feleesha",1,1,0,0
"felicia61",2,2,0,0
"felipe174",1,1,0,0
"felipe195",1,1,0,0
"felipe257",1,4,0,0
"felipemejia66",1,9,0,0
"felipepech",1,2,0,0
"felipepupo",1,1,0,0
"felishareid",7,28,1,1
"felitulum",1,1,0,0
"felix3f34",2,2,0,0
"felixchau",1,1,1,1
"felixgagnon",5,51,0,0
"fels121",4,5,1,1
"felucointhewoods",5,22,1,1
"femeow",1,1,0,0
"fenrizfenrir",1,1,0,0
"fer_cortesn",3,10,0,0
"fer_fv",1,2,0,0
"fer_ulcuango",1,3,3,3
"feraghi",2,2,1,1
"feralityvet",1,1,0,0
"ferdausfuad",1,1,0,0
"fergee",1,1,0,0
"fermin3",1,1,0,0
"fermin9",1,5,0,0
"fernanda_uemm",1,1,0,0
"fernanda224",3,5,2,2
"fernanda227",1,1,1,1
"fernanda229",1,1,0,0
"fernandabautista",1,1,0,0
"fernandabustamante",2,2,0,0
"fernandacabral",1,1,0,0
"fernandacobochavero",1,3,0,0
"fernandageron",2,23,4,21
"fernandar5",1,1,1,1
"fernandaramrez",2,5,2,3
"fernandaruelas",2,2,0,0
"fernandezjordyn",2,5,0,0
"fernandita_58",1,1,0,0
"fernando_soler",2,6,2,5
"fernando12314",3,7,3,3
"fernando153",1,1,1,1
"fernando298",1,1,1,1
"fernando315",1,1,0,0
"fernando456",1,1,1,1
"fernando462",1,1,0,0
"fernando463",2,5,1,1
"fernandodelgado",5,15,3,4
"fernandodiazro8",1,1,1,1
"fernandoelizondo",1,1,0,0
"fernandofv",3,15,0,0
"fernandohernandez1",1,2,0,0
"fernandojesus",2,2,1,1
"fernandorodrguez1",2,2,0,0
"fernandoromero1",2,3,2,2
"fernanndass",1,1,0,0
"fernanqb",2,2,0,0
"ferny_28",1,1,0,0
"ferranjs",1,2,0,0
"ferrousso",4,7,0,0
"ffelix",5,8,0,0
"fghx",1,2,0,0
"fgorovoy",1,2,1,2
"fhergonzalez",1,1,0,0
"fidelmoya",2,4,2,2
"fidjam",1,1,1,1
"fifie1222",1,1,0,0
"fifim",1,2,0,0
"figglerick",1,1,0,0
"figliozzi",3,5,0,0
"figs8522",1,1,0,0
"figseeker",1,1,1,1
"fikriyepolat",1,1,0,0
"filbertwondra",2,3,0,0
"fild",1,2,0,0
"filipecanrio",3,15,0,0
"filipvyskocil",6,10,1,1
"fillbaxter",3,3,0,0
"filler1",1,1,0,0
"filmgrrl99",1,2,0,0
"filoche2336",1,2,2,2
"findin_em",1,1,1,1
"finleymacdonaldtakahashi",1,1,0,0
"finn34",1,1,0,0
"finnhendersonn",1,1,1,1
"finnsj",1,1,1,1
"finoana",1,2,0,0
"fiona119",7,25,1,1
"fionaosborn",1,1,0,0
"fiorellamarie23",1,4,0,0
"firdaa",2,8,4,7
"firdanisa",3,6,3,3
"firefly1009",4,4,0,0
"fireswinger",2,3,1,1
"firhandinia",1,4,0,0
"fischspiele",1,1,0,0
"fishwang",5,8,0,0
"fishwitch468",3,12,0,0
"fitlife19",2,10,0,0
"fittie21",1,1,0,0
"five_lined",11,46,4,7
"flabbe",3,5,1,1
"flaboy",1,1,0,0
"flacracker",1,1,0,0
"flair46",1,1,0,0
"flaivious",1,1,1,1
"flamarianadianasebastianaprmelo",6,15,4,6
"flanie",1,1,1,1
"flappydonkey",2,2,0,0
"flaschka",1,1,1,1
"flawla",3,4,0,0
"flawly",1,1,0,0
"fleenshop",1,1,0,0
"fleur14",3,6,0,0
"fleuravore",1,1,0,0
"fliaramirez",1,1,0,0
"flirtingflora",1,3,0,0
"flobocop",1,1,1,1
"flop",1,1,0,0
"floppyseal",1,1,0,0
"flor49",1,1,1,1
"flor50",1,1,0,0
"florawi",1,1,0,0
"florencia23",1,1,0,0
"florencia24",1,2,1,2
"florencia25",3,4,0,0
"florencia35",3,3,1,1
"florenciapacheco",1,1,0,0
"florent_p",3,7,1,4
"florentino1",1,15,7,15
"florian_lecorvaisier",2,2,0,0
"florian109",1,1,0,0
"florianmargage",1,1,0,0
"floridarainbows",1,1,0,0
"floriola",1,1,0,0
"florpistan",1,1,0,0
"flossio",2,2,0,0
"flourchild",1,1,0,0
"flovh",1,2,0,0
"flowerpower2",1,1,0,0
"flowvcm",1,1,0,0
"flowwer3000",1,1,1,1
"fltexan",1,1,0,0
"flvia13",1,1,0,0
"flyingpigexists",1,1,0,0
"fm84",2,2,0,0
"fmaggieb",2,2,0,0
"fmcilveen",1,1,0,0
"fmiudo",10,199,7,56
"fmorales11",1,5,5,5
"fok_hiu_ching",2,13,0,0
"fok_wai_sum",4,5,1,2
"fokyunghim3a08",1,1,0,0
"fola_babalola",3,5,0,0
"folababalola",1,7,0,0
"folwacznyahne",1,1,0,0
"fontoto",2,5,0,0
"foolhong",3,4,0,0
"fooshut",2,9,0,0
"foosze",1,1,1,1
"foot03",1,1,1,1
"footy_2004",13,32,3,6
"foragersrepository",6,44,0,0
"forbslau",1,1,0,0
"forcekd",1,1,1,1
"forest-fire",1,2,0,0
"forestalbelga",6,12,1,4
"forestfox00",1,1,0,0
"forestial",2,3,0,0
"forestmimi",8,43,0,0
"forests4life",2,4,0,0
"forney54",1,1,1,1
"fortworth1",1,1,0,0
"fossilhunter",1,6,0,0
"fostert5",3,3,0,0
"fotodin",1,7,0,0
"fotophil2018",1,1,0,0
"fowlercr",2,12,0,0
"foxminnesota",1,1,0,0
"foxmulder900",2,2,0,0
"foxobnox",1,1,0,0
"foxwithblack",1,1,0,0
"fp1973",1,1,0,0
"fpayro",1,1,0,0
"fraas",1,1,0,0
"fractum",2,5,0,0
"fraissinetm",1,1,0,0
"france18norge",1,1,0,0
"francescalivia",1,1,0,0
"francescarossi",1,2,2,2
"francesco351",4,7,4,4
"francescodb",1,1,0,0
"franciele_xingu",2,5,0,0
"francis107",1,1,0,0
"francisca39",2,2,0,0
"franciscaurbina",1,1,0,0
"francisco139",1,1,0,0
"francisco376",1,1,0,0
"francisco381",3,10,2,4
"francisco387",1,2,0,0
"francisco393",1,2,0,0
"franciscoamilcarzavala",2,3,1,2
"franciscoazevedo",1,1,0,0
"franciscoguillen",1,1,0,0
"franciscoisaias",1,1,0,0
"franciscojavier92",1,2,0,0
"franciscojaviercampillo",2,2,0,0
"franciscokloganb",1,1,1,1
"franciscoortiz1",1,1,0,0
"franciscovlls",2,2,0,0
"francispaulpadit",2,2,0,0
"franck13011",1,1,1,1
"francogatti",1,1,0,0
"francoislapoutre",1,1,0,0
"francoojeda",3,4,0,0
"franhutchins",5,24,3,4
"frank05",1,2,0,0
"frankate",1,1,0,0
"frankcacace",1,1,1,1
"frankdecuyper",1,1,0,0
"frankhuang1",1,2,2,2
"frankhuza",1,1,0,0
"frankibe",5,8,0,0
"frankj",1,1,0,0
"franklion",2,5,0,0
"frankong",1,1,0,0
"frankrober",2,2,1,1
"franyweas",1,1,0,0
"franz333",1,1,0,0
"franzalbert",2,2,1,1
"franzwilhelmhartwigt",1,2,0,0
"frd3",1,1,0,0
"frdric50",1,1,0,0
"frechelump",3,8,0,0
"fred1urie",1,1,1,1
"freda2001",2,2,0,0
"fredadouglas",9,30,0,0
"freddieportillo1",1,1,0,0
"freddydsw",1,1,0,0
"freddyfernando",2,12,0,0
"freddymaila_uemm",3,15,0,0
"frederico",3,10,2,2
"frederictranchida",2,5,0,0
"fredfrick",1,2,0,0
"fredi3",4,6,0,0
"fredo_8940",1,2,0,0
"fredrikwong19",1,1,1,1
"freeflyer77",1,2,0,0
"freelauren",1,1,0,0
"freixasevol",1,1,0,0
"frida42",2,4,0,0
"fridadelateja",2,2,1,1
"fridamayelaguerraflores",4,5,2,2
"friedmaw",1,1,1,1
"friendofthedesert",1,3,0,0
"fritschsamantha",3,3,1,1
"fritzkuehn",2,4,0,0
"frixsey",2,4,0,0
"frizzy",1,1,0,0
"frogecho",1,1,0,0
"frogfriend",1,1,1,1
"frogonalog",10,27,0,0
"frogphotog",1,1,0,0
"frostedshadow",1,1,1,1
"frpk",1,1,0,0
"frustratedtodd",1,1,0,0
"fshort4",1,1,0,0
"fufufu0000",1,1,0,0
"fuggo_pulgoso_uwu",2,11,0,0
"fukasekun",1,2,0,0
"fukichun",4,4,1,1
"fuligule",1,1,0,0
"fungchinghei1e10",2,2,0,0
"funghiulam",3,9,2,2
"fungsumyuet6a07",3,8,0,0
"funkeytom",1,2,2,2
"funnyguy123",2,2,0,0
"furbyko",5,15,2,11
"furlongi",1,1,0,0
"futilitycloset",3,6,0,0
"futingtang",8,42,2,8
"futuristicfenrir",2,2,1,1
"fvasquez",8,19,3,3
"fvaux",10,13,1,1
"fvl",2,2,1,1
"fvtorres",1,3,3,3
"fwenzel",1,2,0,0
"fwest",1,1,0,0
"fwnbca",3,3,0,0
"g-082807",1,1,0,0
"gabbiemalmgren",1,1,0,0
"gabby65",7,11,1,1
"gabbyhuerta",2,2,0,0
"gabbymoreno",1,1,0,0
"gabeldore",1,1,0,0
"gabem1",1,1,0,0
"gabew",6,11,3,3
"gabiruellan",4,12,1,1
"gabisita",3,11,0,0
"gabri77",2,2,0,0
"gabriel_0601",6,7,1,1
"gabriela_mota",3,3,0,0
"gabriela21",1,1,0,0
"gabriela258",1,1,1,1
"gabriela267",2,4,0,0
"gabriela96",5,9,2,2
"gabrielaa1124",3,8,2,4
"gabrielagisellereyes",1,1,0,0
"gabrielahillary",3,3,0,0
"gabrielalara1994",2,3,1,1
"gabrielalvaro",1,1,0,0
"gabrielarodriguezz",1,5,0,0
"gabrielbano",5,19,3,5
"gabrieldantoc",3,3,0,0
"gabrieldom13",3,6,1,2
"gabrielebaratella",1,1,0,0
"gabrielhq",5,8,2,2
"gabriellakam",4,5,1,1
"gabriellamihelciclve",1,1,0,0
"gabriellaoken",1,1,0,0
"gabriellaurbano",1,1,0,0
"gabrielle_carrino",2,9,1,1
"gabrielle117",1,4,0,0
"gabrielleesquer",1,1,0,0
"gabriellethompson",2,5,0,0
"gabrielloes",5,11,1,1
"gabrielmelendez",3,10,4,8
"gabrielmorales-22299",2,3,1,1
"gabrielollivier",1,1,0,0
"gabrielperazza",1,1,0,0
"gabrielrojasgomez",2,2,0,0
"gabrielsampa",1,1,0,0
"gabrielvieira2",1,1,0,0
"gabrielwarken",2,2,1,1
"gabsio",1,1,1,1
"gabsmar059",1,1,0,0
"gaby_05",1,1,0,0
"gaby125",1,6,0,0
"gabychequer",5,13,0,0
"gabydelafe",1,2,0,0
"gabypedraza",1,1,0,0
"gabyren",1,1,0,0
"gadget52",1,1,0,0
"gadget59",1,1,0,0
"gady10",2,3,1,1
"gael13",1,1,0,0
"gaetanfilipe",1,1,0,0
"gagecrail",3,4,1,1
"gagnonraymond",1,5,0,0
"gaiax",1,1,0,0
"gailstovall",3,6,0,0
"gailw",1,1,0,0
"gala6",1,1,0,0
"galanube",1,1,1,1
"galaticsoda",3,3,0,0
"galen14",1,1,0,0
"galgo",1,5,0,0
"galina_hristolyubova",5,27,0,0
"gall-ghaidheil",6,9,1,1
"gameover",1,1,0,0
"gamergirl336",1,1,0,0
"gamerleckxd",1,3,0,0
"gamezjd01",1,1,0,0
"gaming1",1,1,0,0
"gamingdragons",1,1,0,0
"gandhy83",1,1,0,0
"ganjarwid",1,1,0,0
"ganuttall",1,1,1,1
"garbers",1,1,0,0
"garciada",2,2,0,0
"gardengirl_677nj",1,1,1,1
"gardenguru",2,2,0,0
"gardenhead",1,1,0,0
"gardennerdfinn",1,1,0,0
"gardinerem",1,1,0,0
"garekalejandrolimas",4,6,1,2
"garethb1",1,2,0,0
"garethmcguinness",1,4,0,0
"garlicc",1,2,0,0
"garretbrantley",4,6,0,0
"garrett83",1,1,0,0
"garrett93",1,1,0,0
"garrickmartensen",1,1,0,0
"garrrw17",3,19,0,0
"garrulus",1,1,0,0
"garry5906",1,1,0,0
"garryjamel",1,4,0,0
"garumsey",1,2,0,0
"garyking",2,3,1,1
"garyndelport",1,1,0,0
"garyoak",2,2,1,1
"garywiles",1,1,0,0
"garywilliams3",1,2,0,0
"gastpn",1,1,1,1
"gauriachari",5,15,2,9
"gauthier-59",1,2,0,0
"gavin09",1,1,0,0
"gavin92",1,4,0,0
"gavingaertner",3,4,2,2
"gavinho",1,1,1,1
"gavinhughes",3,5,0,0
"gavinob",1,1,0,0
"gavritskov_d",1,3,0,0
"gawiealberts",1,1,0,0
"gayathrips",2,4,1,3
"gayfarmer5167",3,4,0,0
"gayledm",1,1,0,0
"gaylemarie",2,2,0,0
"gbatt",1,3,0,0
"gben",1,2,0,0
"gbenham",1,1,1,1
"gbuckmaster",3,3,0,0
"gbzada",1,1,0,0
"gc93",5,18,0,0
"gcopato1",1,1,1,1
"gdalgity",1,3,0,0
"gdaylife",1,2,2,2
"gdfigueroa",1,1,0,0
"gdq",1,1,0,0
"geavedder",1,2,0,0
"gebinator",4,11,1,1
"gecko_eb",1,6,0,0
"geckosolar",1,1,0,0
"gecshaw",1,2,0,0
"gedvel",1,1,1,1
"geeksnbricks",2,21,5,20
"geeta47",3,4,1,1
"gegadobruna",5,8,2,2
"geisianesarmento",1,10,6,10
"gek72",5,7,0,0
"gelsili",1,1,1,1
"gemion",1,1,0,0
"gemolloy1",5,6,0,0
"gendlersarah",2,2,0,0
"genelvm",1,1,0,0
"genesis31",3,8,0,0
"genesissandovalhiguera",1,1,0,0
"genesisvillatoro",5,9,3,4
"genlog2",1,1,0,0
"gentiacheryl_43",2,2,0,0
"genuarnezvega",3,3,1,1
"geoburge",1,2,0,0
"geoffhyde1",1,4,3,4
"geoffrey31",1,1,0,0
"geoffroy11",1,1,0,0
"geogmau",7,38,2,2
"geojardin",1,1,0,0
"geomycologist",3,3,1,1
"georgannschmalz",1,1,0,0
"george88",2,4,0,0
"georgea1",1,1,0,0
"georgeas",1,1,1,1
"georgebao",1,1,0,0
"georgesvh",3,5,0,0
"georgewoodman",1,1,0,0
"georgia_poyner",1,2,0,0
"georgiaann23",12,21,1,1
"georgiab26",1,1,0,0
"georgiaccowie",2,2,1,1
"georgiagirl",1,1,1,1
"georgiano",4,19,1,1
"georgias1",1,1,0,0
"georgie0705",6,14,3,7
"georginab",2,27,0,0
"georginacelisz",1,2,0,0
"georgiyosadchyy",1,2,0,0
"georgyaguirre",2,3,2,2
"geothlypisbeldingi",1,31,0,0
"geovanesouza",2,2,0,0
"geovanifelix",3,7,1,1
"gepantojap",1,1,0,0
"gerald49",4,4,0,0
"geraldine_merida",1,1,0,0
"geraldine86",1,4,0,0
"geraldinefiliol",1,1,0,0
"gerardo_gaona",2,9,0,0
"gerardo187",4,24,3,8
"gerardo190",1,1,0,0
"gerardoherediatelles",1,13,1,13
"gerardovergara",1,1,0,0
"gerareis",2,2,1,1
"gerbendebree",1,1,1,1
"gerda14",1,1,0,0
"gerharddutoit",1,3,0,0
"gerhardusuys",1,2,1,2
"gerhardz",2,6,0,0
"germainc1",1,1,1,1
"germaine7",2,2,1,1
"german_cg_",1,1,0,0
"german51",2,3,0,0
"germanrf",6,27,1,1
"gerona",4,5,0,0
"gerzononiel",2,2,0,0
"gfffggfffhdfgvvgfgfcc",1,1,0,0
"gfherdel",1,1,0,0
"ggarrigan",2,2,0,0
"ggblue",1,1,1,1
"ggemayel",1,1,0,0
"ggmustang7",1,1,0,0
"ggorrich",1,1,1,1
"ggrose",1,2,0,0
"ggross401",4,8,1,1
"ghalibpanut",1,1,0,0
"ghamati04",5,14,0,0
"ghent_alden",1,1,0,0
"ghicks6639",1,3,3,3
"ghoelscher",5,26,0,0
"ghostbat",1,2,0,0
"ghostforestsbdnl",1,1,0,0
"ghst7",1,1,0,0
"gi_",2,2,0,0
"giacomodeambrosi",1,1,1,1
"giacomomaretti97",2,3,1,2
"gialice",2,2,0,0
"giancarlo35",1,1,0,0
"gianko",1,1,0,0
"gianlucamassei",1,1,0,0
"gianmarcocirulli",1,1,1,1
"gianna_i",1,3,0,0
"gib123",1,1,0,0
"gigamux",1,2,0,0
"giggigoofer",1,1,0,0
"gigi01300",2,2,0,0
"gigifok",1,1,0,0
"gigikrembs",2,2,0,0
"gigilai",2,2,0,0
"gilad1",1,3,0,0
"gilafcohen",1,1,0,0
"gilamarell",1,3,0,0
"gilbela",2,2,0,0
"gilberka",1,1,0,0
"gilbertogarciaperez",1,2,0,0
"gilbertohernandez",1,1,0,0
"gilbertosilva2",1,2,0,0
"gildagrefa",2,3,0,0
"gilian1",1,1,1,1
"gillattc1",2,2,0,0
"gilliancastro",1,1,0,0
"gillianrhodes",1,2,0,0
"gillianrichards",1,2,0,0
"gillopezfa19",2,3,0,0
"gillw",1,1,0,0
"gilnei",1,1,0,0
"gily293",1,1,0,0
"gin6gin6",2,3,0,0
"gina161",1,1,0,0
"gina198",2,5,0,0
"ginasapino",1,1,0,0
"gingasnapz88",1,1,1,1
"ginger12",3,9,0,0
"gingervytus",1,3,0,0
"ginkgobilobub",2,2,1,1
"ginnyoz",2,2,1,1
"gintaras1",2,2,0,0
"gio0131",2,7,0,0
"giocap",2,2,1,1
"giocess95",2,4,0,0
"gioco",2,3,0,0
"giographic",5,6,0,0
"giordanomosconi",1,1,0,0
"giorgiageo",1,1,0,0
"giorgio52",1,1,0,0
"giorgiobotta",1,1,0,0
"giorgiokams",3,5,1,2
"giornomontoya",3,11,0,0
"giota3",2,2,0,0
"giovanna74",1,1,1,1
"giovanna78",2,2,0,0
"giovanni194",1,1,0,0
"giovanni198",1,1,1,1
"giovannimassa",1,1,1,1
"giranapre",1,1,0,0
"girasole777",4,5,2,2
"gircanto",3,6,1,4
"girleo28",2,7,0,0
"giselamitjans",1,1,0,0
"gisellelee",2,7,0,0
"gisellematos",2,2,0,0
"giselleragoo",3,4,0,0
"gisuconsil",1,1,0,0
"giulia_ec",1,1,0,0
"giulianav5",2,2,1,1
"giuseppeghilardini",3,3,0,0
"giuseppepagano",2,2,0,0
"giuseppevalastro",1,1,0,0
"gkaur",4,32,0,0
"gkhan7",2,2,0,0
"gkluiber",1,1,0,0
"gl_t",2,4,2,3
"gladys39",2,2,0,0
"glauciadc",2,2,1,1
"gldalonso1",1,1,0,0
"glendanaughten",1,1,0,0
"glenko",1,1,0,0
"glenn01",1,3,1,3
"glenna63",1,1,0,0
"glennnelson",1,1,0,0
"glennteschendorf",3,8,0,0
"glezvjuan",1,1,0,0
"gloppezz1993",6,11,2,3
"gloria_hand",1,1,0,0
"gloriaaaaaaaaaaaaaaa",1,1,0,0
"gloriameaders",1,1,1,1
"gloriarubac",1,1,0,0
"glover5napls",1,1,0,0
"glycymeris",9,124,0,0
"glynisbawden",1,4,0,0
"gmac1",6,15,0,0
"gmamillypilly",1,1,0,0
"gmena",7,37,2,2
"gmflanagan",5,8,1,1
"gmhoffmann",1,1,0,0
"gnewberry23",1,2,0,0
"gnguyen",2,2,0,0
"goddo712",1,3,0,0
"godoggo",3,9,1,1
"godrickimmy",1,1,0,0
"gold_cush",1,1,0,0
"goldenheart",1,1,1,1
"goldfjnch",3,24,0,0
"goldhaehnchen",1,1,0,0
"golson47",1,1,0,0
"gomez_12861",4,10,3,3
"gomezmoralesraquel",1,1,0,0
"gonaturelam",3,6,0,0
"gonnahitcharide",1,1,1,1
"gonoviedo207",1,1,0,0
"gonzalez07",1,1,0,0
"gonzalez13",2,2,0,0
"gonzalezrosa",3,11,0,0
"gonzjuan110",4,6,1,1
"gonzo_form",1,1,0,0
"goodlel",1,1,1,1
"goofernoodle",1,1,0,0
"goofynz",1,1,0,0
"gopal9",1,1,0,0
"gordgadsden",1,1,0,0
"gorka4",1,1,1,1
"gosling8578300",1,1,0,0
"gosssusa",1,1,1,1
"gotch062",2,3,2,2
"gotipp",1,1,1,1
"govindankrishnamoorthy",2,2,1,1
"goyacho",1,1,0,0
"gparsons",1,1,1,1
"gpe1",1,1,1,1
"gr7castillo",1,1,0,0
"gracalves",1,1,0,0
"grace_ab",2,2,0,0
"grace282",1,2,0,0
"gracegrace",1,1,1,1
"gracegreek2",1,1,0,0
"gracemarie2011",2,3,0,0
"gracemcknut",1,1,0,0
"graceromano",1,1,0,0
"graceschaferperry",2,4,1,1
"graceyeung",3,13,0,0
"graciaaldana",2,3,0,0
"gracieerivera",1,1,0,0
"gracielagomez",1,2,0,0
"graham_phillips",1,1,0,0
"graham109",2,3,2,2
"grahamnsmith",1,1,0,0
"grainneel",6,17,1,1
"grajalpuche",1,1,0,0
"grandpadillard",1,1,0,0
"grangoza",3,6,0,0
"granguz",1,1,1,1
"grannyliz",1,1,0,0
"grant-imons",1,1,1,1
"grant106",1,1,0,0
"grantbarkley1",1,12,8,12
"grantbrown",1,7,0,0
"grantgorzocoski",2,2,1,1
"grantkar",1,1,0,0
"grantnelson",1,1,0,0
"gratianne",1,1,0,0
"graviton_beam",6,8,0,0
"graynard",1,1,0,0
"graysondean",2,8,4,7
"graysonh",1,1,0,0
"graysonwalker",2,2,1,1
"grazi123",1,6,0,0
"grecia20",2,2,0,0
"greciavazzquez12",1,1,0,0
"green-bird",10,53,4,13
"green_puma",1,1,1,1
"greenacresphase",1,1,0,0
"greenbeetle",3,6,1,4
"greenday7",1,1,1,1
"greeneden",4,16,0,0
"greenematthew",2,3,0,0
"greener44",3,6,0,0
"greenfis",1,1,0,0
"greengremlin",1,3,0,0
"greenisaachomestead",1,1,0,0
"greenjay73",5,10,1,1
"greenkuber",3,7,1,1
"greenteam",2,2,0,0
"greenthumbster",1,1,1,1
"greenwichnaturalist",9,41,2,2
"greenwitchvera",2,2,0,0
"greg05061963",1,1,0,0
"gregariousperiwinkle",6,28,2,3
"gregchi",1,1,1,1
"gregestall",1,1,0,0
"gregg-ory",1,1,0,0
"gregg1618",1,1,0,0
"greggthomas",4,45,2,3
"greggy14",1,1,0,0
"gregliest",3,9,0,0
"greglittgx",3,3,0,0
"gregmarcil",1,2,0,0
"gregnchase",1,2,0,0
"gregory61",1,1,0,0
"gregoryevans",2,3,0,0
"gregoryguillon",1,1,0,0
"gregorymiller1",8,11,2,3
"gregsteenbeeke",1,2,1,2
"greshma",1,3,0,0
"gretareimer",1,1,0,0
"greysonkieffer",3,6,0,0
"griffinbaileycjavellana",1,1,0,0
"griffith1",1,1,0,0
"grillo27",1,1,1,1
"grillomariac",1,1,0,0
"grindyguts",2,2,0,0
"griselvg",1,1,0,0
"grismado",1,3,0,0
"grivasdlf",4,6,1,1
"grkelleher",2,19,7,17
"grupodeintervenaosintropica",1,1,1,1
"gry6",1,1,0,0
"gs2211",1,2,0,0
"gs32512",4,6,1,1
"gstout",1,1,0,0
"gtbiorichardc",1,1,1,1
"gtmaxime",1,1,0,0
"gtojw66",1,1,0,0
"guadalupemercado",5,13,5,7
"guadalupevelez",2,3,0,0
"gudgabe",6,8,2,3
"guerrae13",15,41,4,5
"guerric",1,1,0,0
"gugacr7",1,2,1,2
"guguyanez",1,1,0,0
"guido99",1,1,0,0
"guidoband",1,1,1,1
"guidovi13",1,3,2,3
"guilherme79",1,1,0,0
"guilhermeribeiro",1,1,0,0
"guillaume_monrolin",1,1,0,0
"guillaume7878",1,1,1,1
"guillermo131",3,13,2,11
"guillermoaleman",1,1,0,0
"guillermoc99",1,1,0,0
"guillermofuego",1,1,0,0
"guineajen",1,3,0,0
"guinnessgracious",1,5,0,0
"guligulipatole",2,2,1,1
"gumerlario",1,1,1,1
"guneykatirci",4,6,1,1
"gunjanshah",1,1,0,0
"gunnarnystrm",1,1,0,0
"gurkov2n",2,2,0,0
"gurucumi",9,47,2,4
"guruski2001",1,1,0,0
"gus_salomao",1,1,0,0
"gus24",1,1,0,0
"gusanit0",1,2,0,0
"gusano",2,10,0,0
"gusmanti",1,1,0,0
"gustafsonja",1,1,0,0
"gustav_van_heerden",1,2,0,0
"gustavo_diaz_fce",3,6,1,1
"gustavo235",1,2,2,2
"gustavo252",2,5,0,0
"gustavocuevas",1,2,2,2
"gustavojohnson",5,9,0,0
"gustavopenaloza",2,2,0,0
"gustavovitordossantos",1,1,0,0
"gutfeeling",2,17,0,0
"guy61",1,1,0,0
"guyarnold",1,1,1,1
"guycharrier",1,1,0,0
"guycopon",1,1,0,0
"guymah",1,1,1,1
"guysha",4,11,0,0
"guz86",1,1,0,0
"guzmanpavel",5,17,2,4
"gvanzwam",1,2,2,2
"gwennaheidkamp",1,1,0,0
"gwnc_publicworks",1,1,0,0
"gwood79336",2,7,0,0
"gwynann",1,1,0,0
"gwynethregenmasagca",1,1,0,0
"gwynethsmith",1,1,1,1
"h0154",1,1,0,0
"haeleyg",2,13,1,1
"hagahagatgc",2,24,0,0
"haggercm",1,1,1,1
"hahaien",2,2,0,0
"haileyc5",1,1,0,0
"haileychan",6,41,4,5
"haileyorchard",4,9,1,2
"haileyshannon",3,4,1,1
"haileytran",1,2,0,0
"hailsbio211d",1,1,0,0
"haily2208",1,1,1,1
"haizakokaru",3,3,1,1
"hakanidea",1,1,0,0
"hakkiozkarakas",5,5,1,1
"halejandro770",1,2,0,0
"haley_edwards",2,2,1,1
"haley150",1,1,0,0
"haleybredin",4,6,0,0
"haleydevendorf",2,10,0,0
"haleyquinn21",2,3,1,1
"haleyruiz",1,1,0,0
"halfday",1,1,0,0
"haliesrubinson",3,3,0,0
"halisaindriani",1,1,1,1
"halletimpson",1,1,1,1
"halliebeaune",1,3,0,0
"hamidah",2,7,0,0
"hamiltonth",2,2,1,1
"hammum",1,1,1,1
"hanbygotts",4,20,1,1
"hander0928",1,1,0,0
"handsomeguy501",2,2,1,1
"hanes75656",1,1,0,0
"hank26",1,1,0,0
"hanna_d",7,16,1,1
"hannaboyce",5,20,0,0
"hannah_hedley",1,1,0,0
"hannah02-10",1,2,0,0
"hannah1638y4",1,1,0,0
"hannah428",1,1,0,0
"hannah593",3,3,0,0
"hannah615",1,2,0,0
"hannahaml",1,1,0,0
"hannahb5",3,7,2,2
"hannahdebo",1,1,0,0
"hannahdennise",3,6,0,0
"hannahdightman",3,17,0,0
"hannaheblaylock",1,1,0,0
"hannahhartman",2,6,0,0
